StaffID,Name,Date Employed,Salary,Date of Birth,Gender,Department,Location,Rating
Stf620869,Lane Monteaux,10/16/2010,40000,12/24/1982,Female,Engineering,Kaduna,Average
Stf173312,Cathi Gillbee,10/17/2010,95000,12/18/1989,Male,Legal,Abuja,Average
Stf299544,Ronnie Mesias,10/18/2010,20000,12/22/1989,Male,Safety,Kaduna,Very Poor
Stf202364,Hali Behnecke,10/19/2010,16000,12/27/1969,Male,Human Resources,Kaduna,Very Good
Stf304105,Grady Rochelle,10/20/2010,66000,12/23/1987,Female,Finance,Kaduna,Very Good
Stf757334,Crissie Cordel,10/21/2010,47000,12/19/1982,Female,Product,Abuja,Good
Stf240307,Durand Backhouse,10/22/2010,23000,12/22/1988,Female,Sales,Kaduna,Poor
Stf746568,Wendel Malletratt,10/23/2010,36000,12/20/1996,Male,Business Development,Kaduna,Very Poor
Stf903066,Shellysheldon Ellerman,10/24/2010,23000,12/19/1982,Female,Product,Abuja,Good
Stf176161,Emmeline Bestwerthick,10/25/2010,25000,12/27/1971,Female,Sales,Kaduna,Not Rated
Stf549894,Marmaduke Worssam,10/26/2010,61000,12/23/1987,Female,Engineering,Abuja,Very Poor
Stf585902,Murial Ickovici,10/27/2010,92000,12/25/1978,Female,Business Development,Lagos,Average
Stf399342,Honoria Cootes,10/28/2010,93000,12/20/1999,Female,Engineering,Abuja,Average
Stf310211,Garvin Delacroix,10/29/2010,9000,12/27/1970,Male,,Abuja,Average
Stf454430,Merrel Blind,10/30/2010,60000,12/19/1982,Female,Product,Lagos,Average
Stf764069,Rosamond Fishe,10/31/2010,27000,12/21/1992,Male,Cxc,Lagos,Good
Stf951089,Shelley Moncreiffe,11/1/2010,34000,12/22/1989,Male,Sales,Abuja,Average
Stf353967,Cecilla Joselevitch,11/2/2010,92000,12/25/1977,Female,Human Resources,Abuja,Poor
Stf431598,Jolynn Behnecken,11/3/2010,97000,12/22/1988,Female,Cxc,Kaduna,Poor
Stf313832,Adolph McNalley,11/4/2010,75000,12/20/1997,Male,Business Development,Abuja,Poor
Stf343022,Pippy Roxby,11/5/2010,31000,12/20/1996,Female,Human Resources,Kaduna,Average
Stf865974,Jessi Calterone,11/6/2010,35000,12/19/1982,Male,Legal,Lagos,Poor
Stf860648,Moore Gligoraci,11/7/2010,51000,12/21/1994,Female,Training,Lagos,Average
Stf307017,Mallory Goldsberry,11/8/2010,7000,12/27/1970,Male,Product,Abuja,Average
Stf536423,Nerissa Kavanagh,11/9/2010,45000,12/19/1982,Male,Training,Abuja,Good
Stf618839,Foss Asquez,11/10/2010,9000,12/23/1986,Male,Safety,Abuja,Average
Stf672390,Ab Lehrian,11/11/2010,54000,12/27/1971,Male,,Lagos,Average
Stf704512,Mickey Pybus,11/12/2010,84000,12/27/1971,Male,Human Resources,Kaduna,Good
Stf919131,Timmy Brenston,11/13/2010,64000,12/20/1999,Male,Business Development,Lagos,Average
Stf649233,Romona Melody,11/14/2010,52000,12/24/1982,Female,Cxc,Lagos,Not Rated
Stf499197,Bendite Bloan,11/15/2010,37000,12/21/1995,Male,Marketing,Lagos,Average
Stf806269,Andrea Penfold,11/16/2010,5000,12/19/1982,Male,Marketing,Kaduna,Average
Stf555552,Shari Pickston,11/17/2010,52000,12/24/1983,Male,Legal,Abuja,Average
Stf207888,Dennison Crosswaite,11/18/2010,13000,12/26/1972,Male,Legal,Abuja,Very Poor
Stf425005,Lucias Minico,11/19/2010,85000,12/18/1989,Female,Cxc,Kaduna,Average
Stf601301,Helaine Lyddy,11/20/2010,61000,12/25/1978,Male,Cxc,Kaduna,Good
Stf436652,Carlene Torry,11/21/2010,1000,12/19/1970,Female,Engineering,Lagos,Good
Stf809598,Vere Kulic,11/22/2010,8000,12/27/1970,Male,Legal,Abuja,Poor
Stf435311,Enrichetta Mowles,11/23/2010,83000,12/20/1996,Female,Finance,Kaduna,Average
Stf317685,Delinda Snozzwell,11/24/2010,78000,12/18/1989,,Engineering,Abuja,Good
Stf329960,Cecilio Sprankling,11/25/2010,77000,12/26/1975,Male,Sales,Abuja,Average
Stf383222,Nickolai Artin,11/26/2010,66000,12/20/1999,Female,Product,Lagos,Average
Stf867176,Beryl Burnsyde,11/27/2010,68000,12/25/1976,Male,Legal,Abuja,Very Good
Stf872560,Ambrosio Daniely,11/28/2010,75000,12/24/1982,Female,Safety,Kaduna,Very Good
Stf129569,Simon Kembery,11/29/2010,76000,12/18/1989,Male,Training,Lagos,Average
Stf921679,Brig Dewi,11/30/2010,79000,12/21/1994,Male,Sales,Lagos,Average
Stf159224,Althea Bronger,12/1/2010,79000,12/18/1989,Male,Product,Kaduna,Average
Stf722126,Ansley Gounel,12/2/2010,7000,12/21/1993,Female,Product,Lagos,Average
Stf306133,Daven Smout,12/3/2010,67000,12/23/1984,Female,Safety,Abuja,Very Good
Stf831951,Julietta Culross,12/4/2010,54000,12/24/1980,Female,,Lagos,Average
Stf701639,Niall Selesnick,12/5/2010,6000,12/18/1989,Female,Engineering,Lagos,Good
Stf811647,Lia Lurner,12/6/2010,19000,12/19/1970,Female,Safety,Abuja,Average
Stf556868,Rodrigo Congdon,12/7/2010,47000,12/24/1982,Female,Legal,Lagos,Average
Stf785083,Brendan Edgeller,12/8/2010,63000,12/26/1972,Female,Legal,Abuja,Good
Stf286170,Revkah Antonacci,12/9/2010,41000,12/21/1993,Male,,Abuja,Average
Stf525449,Dewey Berthod,12/10/2010,96000,12/22/1988,Female,,Lagos,Average
Stf255554,Fidelio Rigmond,12/11/2010,92000,12/23/1986,Male,Cxc,Lagos,Not Rated
Stf566184,Ginger Myott,12/12/2010,90000,12/20/1998,Female,Cxc,Abuja,Average
Stf656127,Hatti Vezey,12/13/2010,27000,12/20/1999,Female,Business Development,Kaduna,Average
Stf836921,Eilis Pavlasek,12/14/2010,12000,12/24/1980,Male,Product,Kaduna,Very Poor
Stf702532,Kellsie Waby,12/15/2010,100000,12/20/1996,Male,Training,Kaduna,Average
Stf424422,Easter Pyke,12/16/2010,86000,12/21/1994,Female,Training,Kaduna,Very Good
Stf756384,Inger Andriveaux,12/17/2010,9000,12/23/1987,,Finance,Abuja,Good
Stf258515,Corina Triner,12/18/2010,78000,12/24/1980,Male,Sales,Kaduna,Poor
Stf174707,Loralyn Bruton,12/19/2010,49000,12/27/1969,Male,Legal,Abuja,Average
Stf623030,Clari Boole,12/20/2010,12000,12/22/1988,Male,,Kaduna,Average
Stf783375,Susy Challoner,12/21/2010,83000,12/23/1984,Female,Business Development,Kaduna,Good
Stf691743,Jan Morforth,12/22/2010,97000,12/21/1995,Male,Marketing,Abuja,Good
Stf675546,Cindi Stratten,12/23/2010,42000,12/20/1998,Female,Cxc,Lagos,Good
Stf989304,Marline Wahncke,12/24/2010,96000,12/20/1999,Male,Legal,Abuja,Average
Stf835100,Violetta Vial,12/25/2010,48000,12/24/1983,Male,Engineering,Kaduna,Average
Stf677182,Beatriz Bateson,12/26/2010,9000,12/27/1970,Male,Marketing,Kaduna,Good
Stf285078,Angeline Christophersen,12/27/2010,60000,12/27/1971,Female,Engineering,Abuja,Poor
Stf464600,Evangelia Gowers,12/28/2010,81000,12/26/1974,Male,Business Development,Kaduna,Very Good
Stf461118,Fonzie O'Shea,12/29/2010,52000,12/19/1970,Male,Product,Kaduna,Average
Stf344471,Janene Hairsine,12/30/2010,43000,12/26/1973,Female,Marketing,Abuja,Average
Stf809894,Linell Compfort,12/31/2010,8000,12/22/1991,Female,Finance,Abuja,Very Good
Stf254338,Shaylah Owbrick,1/1/2011,70000,12/26/1973,Male,Safety,Abuja,Average
Stf912553,Erin Androsik,1/2/2011,48000,12/24/1983,Male,Human Resources,Lagos,Very Good
Stf962311,Honor Herreros,1/3/2011,68000,12/27/1970,Male,Sales,Abuja,Average
Stf133150,Bethanne Leicester,1/4/2011,71000,12/20/1998,,Cxc,Abuja,Not Rated
Stf678002,Ottilie Vittel,1/5/2011,84000,12/23/1987,Female,Business Development,Abuja,Not Rated
Stf192089,Barnaby Farnall,1/6/2011,37000,12/25/1979,,Engineering,Kaduna,Very Good
Stf888465,Arlie Newcombe,1/7/2011,42000,12/27/1969,Male,Finance,Lagos,Not Rated
Stf764561,Ashien Gallen,1/8/2011,57000,12/23/1987,Female,Sales,Abuja,Very Good
Stf719135,Stan Tolliday,1/9/2011,6000,12/20/1997,Female,Sales,Lagos,Average
Stf703976,Minetta Parsons,1/10/2011,24000,12/18/1989,Female,Human Resources,Abuja,Average
Stf519760,Abe Gayter,1/11/2011,62000,12/19/1982,Male,Training,Lagos,Good
Stf390407,Kissiah Maydway,1/12/2011,54000,12/22/1988,Male,Finance,Lagos,Poor
Stf275345,Charline Husset,1/13/2011,33000,12/21/1993,Male,Safety,Abuja,Poor
Stf704024,Lorain Tew,1/14/2011,65000,12/25/1979,Female,Business Development,Lagos,Poor
Stf942084,North Bertomeu,1/15/2011,13000,12/27/1970,Female,Marketing,Abuja,Good
Stf423531,Martita Beaumont,1/16/2011,73000,12/17/1988,Male,Engineering,Lagos,Not Rated
Stf608302,Janaya MacGinlay,1/17/2011,28000,12/20/1998,Female,Safety,Abuja,Average
Stf149605,Cara Havers,1/18/2011,17000,12/22/1990,Male,Marketing,Kaduna,Very Good
Stf780389,Ancell Moretto,1/19/2011,21000,12/27/1971,Female,Product,Abuja,Very Poor
Stf153335,Minerva Ricardot,1/20/2011,5000,12/27/1969,Male,,Abuja,Not Rated
Stf293739,Toby Brodhead,1/21/2011,66000,12/18/1989,Female,Finance,Lagos,Average
Stf249656,Tulley Chiddy,1/22/2011,89000,12/22/1990,Female,Finance,Lagos,Very Good
Stf248688,Niles Mahomet,1/23/2011,100000,12/26/1972,Female,Human Resources,Abuja,Average
Stf795788,Avigdor Karel,1/24/2011,65000,12/17/1988,Male,Training,Kaduna,Average
Stf171451,Luca Wolstenholme,1/25/2011,87000,12/20/1996,Male,Engineering,Kaduna,Average
Stf314674,Efrem Mathonnet,1/26/2011,92000,12/25/1976,Female,Human Resources,Kaduna,Average
Stf700058,Latisha Jolly,1/27/2011,3000,12/18/1989,Female,Sales,Lagos,Average
Stf543418,Quentin Ferraresi,1/28/2011,46000,12/25/1978,Female,Finance,Abuja,Good
Stf195294,Marco Wooland,1/29/2011,45000,12/18/1989,Female,Cxc,Kaduna,Average
Stf906720,Thekla Lynnett,1/30/2011,88000,12/26/1972,Male,Training,Lagos,Poor
Stf576636,Pedro Carluccio,1/31/2011,71000,12/24/1980,Male,Cxc,Lagos,Average
Stf415317,Caron Kolakovic,2/1/2011,66000,12/23/1987,Male,Finance,Kaduna,Average
Stf783189,Debera Gow,2/2/2011,57000,12/25/1979,Female,Sales,Lagos,Average
Stf689417,Hoyt D'Alesco,2/3/2011,39000,12/18/1989,Male,Sales,Abuja,Poor
Stf359625,Rudyard Tomsa,2/4/2011,86000,12/21/1992,Female,Marketing,Kaduna,Good
Stf207139,Orran Gritskov,2/5/2011,22000,12/24/1981,Female,Legal,Lagos,Not Rated
Stf567119,Tyson Prescote,2/6/2011,56000,12/22/1990,Male,Human Resources,Kaduna,Average
Stf477950,Berenice Osbaldstone,2/7/2011,62000,12/26/1975,Female,Legal,Abuja,Average
Stf319287,Jessika Jaycocks,2/8/2011,19000,12/26/1972,Female,Sales,Lagos,Average
Stf741102,Gabie Millichip,2/9/2011,36000,12/20/1999,Male,Legal,Abuja,Very Good
Stf443127,Pearla Beteriss,2/10/2011,38000,12/23/1985,Male,Cxc,Kaduna,Good
Stf989068,Harwilll Domotor,2/11/2011,74000,12/25/1977,Male,Training,Kaduna,Average
Stf964950,Carolina Blumsom,2/12/2011,78000,12/21/1994,Male,Legal,Abuja,Average
Stf715984,Ryon Baroch,2/13/2011,7000,12/20/1997,Male,Finance,Abuja,Poor
Stf421322,Georg Dinnage,2/14/2011,13000,12/19/1970,Male,Training,Kaduna,Good
Stf591081,Marissa Infante,2/15/2011,42000,12/25/1979,,Training,Lagos,Average
Stf795001,Daisie Dahlman,2/16/2011,62000,12/26/1972,Female,Human Resources,Lagos,Not Rated
Stf757127,Joli Jodrelle,2/17/2011,59000,12/23/1986,Male,Cxc,Kaduna,Good
Stf975874,Jessica Callcott,2/18/2011,54000,12/24/1983,Female,Marketing,Lagos,Very Good
Stf253862,Michail Sicha,2/19/2011,36000,12/21/1992,Male,Marketing,Kaduna,Very Poor
Stf346893,Sabina Scorrer,2/20/2011,9000,12/19/1982,Female,Safety,Kaduna,Average
Stf266436,Bayard Gendricke,2/21/2011,95000,12/26/1973,Male,Legal,Kaduna,Very Poor
Stf795014,Esmaria Denecamp,2/22/2011,51000,12/27/1971,Male,Marketing,Kaduna,Very Poor
Stf398847,Antone Tolmie,2/23/2011,78000,12/26/1974,Male,Training,Kaduna,Good
Stf847138,Tammi Lackham,2/24/2011,45000,12/25/1978,Female,Business Development,Abuja,Good
Stf572378,Northrop Reid,2/25/2011,44000,12/24/1980,Female,,Kaduna,Average
Stf831039,Nananne Gehringer,2/26/2011,55000,12/21/1992,,Safety,Lagos,Average
Stf449033,Loren Bentote,2/27/2011,91000,12/18/1989,Male,Finance,Kaduna,Poor
Stf161312,Manolo Gasnell,2/28/2011,35000,12/25/1977,Male,Engineering,Kaduna,Good
Stf879981,Wyatt Clinch,3/1/2011,9000,12/23/1986,Male,Engineering,Lagos,Good
Stf250305,Giselbert Newlands,3/2/2011,34000,12/18/1989,Male,Cxc,Abuja,Poor
Stf178982,Cristal Demangeot,3/3/2011,50000,12/20/1999,Female,Sales,Abuja,Good
Stf444055,Jaime Dowe,3/4/2011,34000,12/21/1995,Female,Finance,Lagos,Average
Stf520837,Addia Penwright,3/5/2011,24000,12/23/1984,Male,Sales,Abuja,Poor
Stf483232,Ali Roubert,3/6/2011,16000,12/19/1970,,Engineering,Abuja,Very Good
Stf164816,Emmye Corry,3/7/2011,30000,12/23/1985,Male,Cxc,Abuja,Very Good
Stf489068,Addy Pimblett,3/8/2011,37000,12/27/1970,Male,Product,Lagos,Average
Stf303101,Angela Bangley,3/9/2011,96000,12/18/1989,Female,Training,Abuja,Not Rated
Stf274302,Elbertine Hiscoe,3/10/2011,47000,12/25/1978,Female,Training,Abuja,Good
Stf434221,Baudoin Dummigan,3/11/2011,59000,12/23/1984,Male,Legal,Kaduna,Average
Stf679114,Lissy McCoy,3/12/2011,25000,12/20/1999,Female,Business Development,Abuja,Poor
Stf261490,Ingunna Wainscoat,3/13/2011,59000,12/27/1970,Male,Safety,Kaduna,Average
Stf632061,Amii Elms,3/14/2011,36000,12/18/1989,Female,Business Development,Kaduna,Poor
Stf916445,Ignacio Delion,3/15/2011,66000,12/24/1983,Female,Engineering,Kaduna,Average
Stf736019,Colby Reuven,3/16/2011,20000,12/19/1982,Male,Business Development,Lagos,Average
Stf107283,Maggee Stiggles,3/17/2011,25000,12/19/1970,Female,Engineering,Abuja,Average
Stf779116,Kelci Walkden,3/18/2011,4000,12/27/1970,Male,Human Resources,Kaduna,Very Poor
Stf992298,Bogey Hitcham,3/19/2011,33000,12/22/1990,Male,Product,Lagos,Poor
Stf170672,Pembroke Siflet,3/20/2011,34000,12/25/1977,Female,Human Resources,Abuja,Average
Stf578321,Adolph Hartin,3/21/2011,33000,12/20/1999,Male,Product,Lagos,Poor
Stf402137,Gisela Wille,3/22/2011,39000,12/24/1980,,Safety,Lagos,Poor
Stf844154,Joyce Leyband,3/23/2011,41000,12/23/1984,Female,Product,Lagos,Average
Stf533025,Reube Sushams,3/24/2011,16000,12/23/1984,Male,Marketing,Kaduna,Good
Stf289010,Mathian MacMeeking,3/25/2011,95000,12/27/1971,Female,Cxc,Kaduna,Good
Stf101856,Antonino Forsdicke,3/26/2011,42000,12/20/1998,Male,Product,Lagos,Average
Stf105948,Mick Spraberry,3/27/2011,25000,12/18/1989,Female,Cxc,Abuja,Good
Stf462091,Benita Gillice,3/28/2011,6000,12/18/1989,Male,Finance,Kaduna,Poor
Stf680315,Caresa Christer,3/29/2011,54000,12/23/1986,Male,Safety,Lagos,Poor
Stf943069,Letizia Hasselby,3/30/2011,76000,12/25/1978,Male,Legal,Abuja,Average
Stf113178,Luce Beentjes,3/31/2011,20000,12/23/1984,Male,Training,Abuja,Good
Stf635946,Sammy Gantlett,4/1/2011,81000,12/20/1997,Female,Product,Lagos,Very Poor
Stf169766,Pooh Splevins,4/2/2011,27000,12/23/1986,Female,Business Development,Lagos,Average
Stf404632,Aeriela Aickin,4/3/2011,21000,12/19/1970,Male,Product,Abuja,Average
Stf752905,Tabbatha Pickston,4/4/2011,13000,12/21/1992,Male,Marketing,Abuja,Good
Stf621728,Tawnya Tickel,4/5/2011,8000,12/18/1989,Male,Safety,Abuja,Not Rated
Stf901455,Royal Nowakowska,4/6/2011,57000,12/27/1971,Male,Human Resources,Kaduna,Average
Stf929465,Winny Millam,4/7/2011,21000,12/22/1989,Female,Business Development,Lagos,Not Rated
Stf913751,Michael Sidry,4/8/2011,93000,12/22/1988,Male,Product,Abuja,Average
Stf225640,Nolan Tortis,4/9/2011,94000,12/26/1973,Male,Safety,Abuja,Average
Stf196036,De witt Lottrington,4/10/2011,66000,12/26/1975,Female,Sales,Abuja,Very Poor
Stf474552,Baxter Brocks,4/11/2011,31000,12/24/1980,Female,Human Resources,Abuja,Poor
Stf735902,Joyce Esel,4/12/2011,100000,12/20/1997,Male,Sales,Kaduna,Good
Stf842944,Van Tuxwell,4/13/2011,35000,12/19/1970,Female,Business Development,Abuja,Good
Stf900726,Fidela Artis,4/14/2011,1000,12/17/1988,Female,Sales,Lagos,Average
Stf160936,Dov Thoresby,4/15/2011,73000,12/26/1973,Male,Safety,Abuja,Poor
Stf261107,Aloise MacCathay,4/16/2011,76000,12/27/1970,Male,,Lagos,Average
Stf507967,Cathi Delgardo,4/17/2011,63000,12/26/1973,Male,Product,Abuja,Good
Stf139305,Doro Nolte,4/18/2011,85000,12/21/1995,Female,Cxc,Kaduna,Average
Stf223726,Easter Pyke,4/19/2011,82000,12/26/1973,Female,Training,Abuja,Average
Stf782676,Noll Forbear,4/20/2011,13000,12/19/1970,Male,Cxc,Kaduna,Average
Stf644097,Myer McCory,4/21/2011,4000,12/26/1973,Male,Sales,Kaduna,Average
Stf562113,Doralyn Segar,4/22/2011,69000,12/20/1998,Female,Safety,Kaduna,Average
Stf462091,Clo Jimpson,4/23/2011,58000,12/25/1978,Male,Legal,Lagos,Very Poor
Stf795481,Brose MacCorkell,4/24/2011,7000,12/20/1996,Female,Human Resources,Lagos,Poor
Stf213786,Audry Yu,4/25/2011,18000,12/23/1987,Female,Training,Abuja,Average
Stf896056,Dolley Grayley,4/26/2011,80000,12/21/1994,Female,Legal,Abuja,Very Good
Stf689264,Meredith Rucklidge,4/27/2011,13000,12/21/1994,Male,Legal,Lagos,Not Rated
Stf945959,Valida Merrigans,4/28/2011,5000,12/20/1997,Male,Sales,Kaduna,Very Poor
Stf668548,Rory Ravenscroftt,4/29/2011,58000,12/20/1999,Female,Finance,Kaduna,Very Good
Stf894600,Verla Timmis,4/30/2011,71000,12/26/1974,Male,Safety,Abuja,Average
Stf282540,Jo Benoi,5/1/2011,24000,12/24/1982,Female,Human Resources,Kaduna,Average
Stf882108,Marquita Liquorish,5/2/2011,54000,12/25/1979,Female,Legal,Kaduna,Average
Stf998958,Caty Janas,5/3/2011,15000,12/25/1976,Male,Finance,Lagos,Poor
Stf887774,Pennie Walmsley,5/4/2011,72000,12/17/1988,Male,Safety,Lagos,Not Rated
Stf433275,Virge Garfield,5/5/2011,84000,12/22/1988,Male,Training,Abuja,Poor
Stf603487,Rebecca Shillan,5/6/2011,54000,12/24/1981,Male,Sales,Abuja,Good
Stf884655,Myrilla Mercik,5/7/2011,67000,12/18/1989,Female,Training,Kaduna,Average
Stf432171,Giacobo Donke,5/8/2011,40000,12/25/1979,Male,Cxc,Kaduna,Average
Stf996890,Barbara-anne Kenchington,5/9/2011,47000,12/26/1974,Female,Safety,Abuja,Average
Stf911221,Aida Bleacher,5/10/2011,6000,12/18/1989,Male,Product,Abuja,Not Rated
Stf244340,Cly Vizard,5/11/2011,34000,12/21/1993,Male,Business Development,Abuja,Average
Stf560944,Aleksandr Botha,5/12/2011,8000,12/18/1989,Male,Sales,Abuja,Not Rated
Stf942868,Evangelina Lergan,5/13/2011,83000,12/22/1988,Male,Safety,Kaduna,Average
Stf257994,Maritsa Marusic,5/14/2011,62000,12/18/1989,Male,Sales,Kaduna,Average
Stf585778,Tamar MacGilfoyle,5/15/2011,24000,12/18/1989,Male,Product,Kaduna,Average
Stf633810,Chancey Dyos,5/16/2011,36000,12/23/1984,Male,Sales,Kaduna,Good
Stf604753,Isaak Rawne,5/17/2011,26000,12/21/1993,Male,Marketing,Lagos,Average
Stf598054,Gideon Hehir,5/18/2011,77000,12/27/1970,Female,Business Development,Kaduna,Average
Stf955794,Irena Trousdell,5/19/2011,82000,12/25/1977,Female,Marketing,Kaduna,Very Poor
Stf587049,Gino Groome,5/20/2011,60000,12/18/1989,Female,Sales,Lagos,Very Good
Stf330153,Lamond Douthwaite,5/21/2011,22000,12/20/1998,Male,Engineering,Lagos,Very Poor
Stf637213,Ebonee Roxburgh,5/22/2011,57000,12/18/1989,Male,Training,Kaduna,Very Good
Stf190276,Nathanial Brounfield,5/23/2011,46000,12/22/1991,Male,Finance,Kaduna,Average
Stf483502,Mallorie Waber,5/24/2011,43000,12/26/1972,Male,Training,Lagos,Good
Stf930737,Ewart Laphorn,5/25/2011,85000,12/18/1989,Female,Training,Kaduna,Good
Stf782844,Hilliary Roarty,5/26/2011,10000,12/25/1977,Male,Cxc,Kaduna,Poor
Stf964177,Putnem Manchester,5/27/2011,90000,12/19/1982,Male,Sales,Lagos,Average
Stf962575,Lanie Gatlin,5/28/2011,24000,12/22/1990,Female,Safety,Abuja,Not Rated
Stf532239,Michel Jados,5/29/2011,39000,12/22/1991,Male,Sales,Abuja,Very Poor
Stf893881,Lezlie Philcott,5/30/2011,93000,12/25/1976,Female,Sales,Lagos,Not Rated
Stf341509,Sharl Bendson,5/31/2011,77000,12/21/1994,Female,Business Development,Abuja,Poor
Stf990232,William Reeveley,6/1/2011,69000,12/26/1975,Male,Training,Abuja,Good
Stf424452,Granville Stetson,6/2/2011,75000,12/21/1994,Female,Engineering,Lagos,Average
Stf730822,Mirna Etoile,6/3/2011,68000,12/24/1982,Female,Legal,Kaduna,Average
Stf125349,Freddie Johnikin,6/4/2011,12000,12/24/1983,Male,Safety,Lagos,Average
Stf109005,Natalee Craiker,6/5/2011,21000,12/19/1970,Male,Product,Abuja,Average
Stf111235,Mariette Daymont,6/6/2011,95000,12/22/1991,Female,Sales,Abuja,Average
Stf405730,Aldrich Glenny,6/7/2011,46000,12/20/1996,Male,Business Development,Abuja,Not Rated
Stf107836,Lonny Caen,6/8/2011,86000,12/24/1980,Female,Sales,Lagos,Very Good
Stf687984,Murial Ickovici,6/9/2011,48000,12/20/1996,Female,Business Development,Kaduna,Good
Stf460507,Kath Bletsoe,6/10/2011,69000,12/23/1985,Male,Marketing,Abuja,Very Poor
Stf832225,Gayla Blackadder,6/11/2011,41000,12/22/1988,Female,Cxc,Lagos,Good
Stf320170,Adela Dowsett,6/12/2011,31000,12/25/1977,Male,Safety,Lagos,Average
Stf272824,Addi Studdeard,6/13/2011,97000,12/18/1989,Female,Product,Abuja,Poor
Stf554251,Sharron Petegree,6/14/2011,78000,12/22/1991,Female,Product,Kaduna,Good
Stf575495,Eleonore Airdrie,6/15/2011,19000,12/21/1994,Female,Engineering,Abuja,Average
Stf582616,Rhiamon Mollison,6/16/2011,67000,12/18/1989,Female,Sales,Lagos,Average
Stf135741,Karon Oscroft,6/17/2011,40000,12/17/1988,Male,Marketing,Lagos,Average
Stf838511,Edi Hofton,6/18/2011,68000,12/25/1976,Male,Sales,Abuja,Not Rated
Stf802287,Derk Bosson,6/19/2011,46000,12/26/1972,Female,Legal,Lagos,Average
Stf954499,Lorrie Derycot,6/20/2011,52000,12/18/1989,Female,Safety,Lagos,Average
Stf325516,Hartwell Pratchett,6/21/2011,26000,12/25/1979,Female,Training,Lagos,Average
Stf873396,Van Ruseworth,6/22/2011,99000,12/20/1996,Female,Cxc,Abuja,Average
Stf330911,Inge Creer,6/23/2011,41000,12/22/1990,Female,Cxc,Lagos,Very Poor
Stf384209,Elwira Lyddiard,6/24/2011,36000,12/24/1981,Male,Product,Abuja,Average
Stf117489,Kincaid Hellicar,6/25/2011,29000,12/22/1991,Male,Business Development,Kaduna,Very Good
Stf683075,Maximo Guirard,6/26/2011,96000,12/25/1977,Female,Business Development,Kaduna,Average
Stf581241,Alta Kaszper,6/27/2011,23000,12/20/1998,Male,Training,Lagos,Average
Stf759196,Lamar Blewitt,6/28/2011,6000,12/26/1974,Male,Cxc,Lagos,Poor
Stf263566,Hector Isard,6/29/2011,2000,12/22/1990,Male,Safety,Abuja,Very Good
Stf305780,Barbara-anne Kenchington,6/30/2011,96000,12/25/1978,Female,Safety,Kaduna,Very Good
Stf624712,Judi Cosgriff,7/1/2011,64000,12/26/1974,Female,Human Resources,Abuja,Good
Stf155974,Janean Gostage,7/2/2011,38000,12/25/1977,Male,Cxc,Abuja,Not Rated
Stf742212,Delphine Jewis,7/3/2011,23000,12/25/1979,Female,Finance,Kaduna,Average
Stf243806,Matias Cormack,7/4/2011,2000,12/18/1989,Male,Sales,Kaduna,Average
Stf334322,Rogers Rosenthaler,7/5/2011,36000,12/24/1981,Female,Business Development,Lagos,Poor
Stf490119,Clarine Shambrooke,7/6/2011,48000,12/17/1988,,Safety,Lagos,Average
Stf308458,Thedrick Rogeon,7/7/2011,47000,12/20/1996,Male,Marketing,Kaduna,Poor
Stf113511,Roanne Phizacklea,7/8/2011,31000,12/19/1970,Female,Product,Abuja,Average
Stf834633,Devinne Tuny,7/9/2011,65000,12/23/1987,Male,Engineering,Kaduna,Average
Stf766270,Martelle Brise,7/10/2011,41000,12/19/1982,Male,Training,Kaduna,Average
Stf543895,Dino Wooderson,7/11/2011,57000,12/26/1975,Male,Legal,Abuja,Poor
Stf895315,Effie Vasilov,7/12/2011,62000,12/26/1972,Male,Safety,Lagos,Average
Stf451765,Jermaine Steers,7/13/2011,76000,12/18/1989,Female,Finance,Abuja,Good
Stf228129,Saunders Blumson,7/14/2011,60000,12/20/1998,,Legal,Abuja,Average
Stf906676,Elliot Revelle,7/15/2011,9000,12/18/1989,Male,Legal,Abuja,Average
Stf883700,Mora Innett,7/16/2011,91000,12/25/1979,Female,Legal,Lagos,Poor
Stf563407,Mahalia Larcher,7/17/2011,47000,12/20/1997,Male,Finance,Abuja,Good
Stf608458,Dotty Strutley,7/18/2011,38000,12/21/1992,Female,Engineering,Lagos,Average
Stf981520,Margy Elward,7/19/2011,88000,12/22/1989,Male,Business Development,Lagos,Average
Stf637211,Danica Nayshe,7/20/2011,75000,12/21/1993,Female,Cxc,Kaduna,Good
Stf648804,Shari Pickston,7/21/2011,58000,12/18/1989,Male,Legal,Lagos,Not Rated
Stf279084,Merrilee Plenty,7/22/2011,48000,12/18/1989,Female,Sales,Abuja,Good
Stf929706,Romona Dimmne,7/23/2011,57000,12/22/1991,Female,Sales,Kaduna,Poor
Stf728455,Lark Ironmonger,7/24/2011,88000,12/20/1996,Male,Marketing,Abuja,Poor
Stf538769,Aube Chadderton,7/25/2011,39000,12/23/1985,Female,Human Resources,Lagos,Average
Stf100895,Caritta Searl,7/26/2011,49000,12/26/1973,Male,Sales,Kaduna,Poor
Stf139074,Ernestus O'Hengerty,7/27/2011,3000,12/18/1989,Female,Sales,Abuja,Average
Stf394103,Camilla Castle,7/28/2011,65000,12/20/1998,Female,Product,Kaduna,Average
Stf865674,Bette-ann Leafe,7/29/2011,22000,12/27/1969,Male,Human Resources,Abuja,Average
