StaffID,Name,Date Employed,Month Employed,Month (Text),Day Employed,Year Employed,Salary,Date of Birth,Age,Age Groups,Gender,Department,Location,Rating
Stf273656,Ede Mignot,7/12/2010,7,Jul,12,2010,61000,12/24/1981,43,Adults (36 - 45),Female,Sales,Kaduna,Good
Stf102982,Marcia Muldrew,7/13/2010,7,Jul,13,2010,74000,12/23/1987,37,Adults (36 - 45),Female,Sales,Lagos,Good
Stf870624,Quintina Kilgannon,7/14/2010,7,Jul,14,2010,71000,12/23/1984,40,Adults (36 - 45),Female,Legal,Kaduna,Poor
Stf304574,Peria Revey,7/15/2010,7,Jul,15,2010,80000,12/24/1982,42,Adults (36 - 45),Other,Engineering,Kaduna,Good
Stf994551,Carry Loblie,7/16/2010,7,Jul,16,2010,50000,12/24/1982,42,Adults (36 - 45),Female,Sales,Kaduna,Average
Stf915191,Isadora Maunsell,7/17/2010,7,Jul,17,2010,79000,12/24/1982,42,Adults (36 - 45),Male,Sales,Abuja,Average
Stf434006,Tamara Couvet,7/18/2010,7,Jul,18,2010,22000,12/18/1989,35,Adults (36 - 45),Female,Engineering,Abuja,Average
Stf913488,Von Boeter,7/19/2010,7,Jul,19,2010,90000,12/24/1982,42,Adults (36 - 45),Male,Product,Lagos,Good
Stf841717,Forester Feakins,7/20/2010,7,Jul,20,2010,80000,12/22/1990,34,Adults (36 - 45),Male,Business Development,Abuja,Average
Stf150875,Gardy Eckersall,7/21/2010,7,Jul,21,2010,99000,12/21/1995,29,Adults (36 - 45),Male,Sales,Kaduna,Good
Stf208010,Gamaliel Ewins,7/22/2010,7,Jul,22,2010,50000,12/26/1975,49,Middle Age (46 - 55),Male,Product,Abuja,Average
Stf687454,Win Arthurs,7/23/2010,7,Jul,23,2010,5000,12/22/1988,36,Adults (36 - 45),Female,Safety,Abuja,Average
Stf159246,Richy Gray,7/24/2010,7,Jul,24,2010,96000,12/18/1989,35,Adults (36 - 45),Female,Product,Kaduna,Very Good
Stf252955,Patricia Dwelly,7/25/2010,7,Jul,25,2010,76000,12/25/1979,45,Middle Age (46 - 55),Male,Finance,Lagos,Poor
Stf881259,Erv Balmann,7/26/2010,7,Jul,26,2010,42000,12/25/1976,48,Middle Age (46 - 55),Female,Cxc,Lagos,Very Good
Stf332674,Demetria Le Estut,7/27/2010,7,Jul,27,2010,33000,12/23/1984,40,Adults (36 - 45),Female,Safety,Abuja,Very Poor
Stf767792,Deedee Ciotto,7/28/2010,7,Jul,28,2010,19000,12/25/1978,46,Middle Age (46 - 55),Male,Not Specified,Lagos,Poor
Stf978412,Evanne Sheryn,7/29/2010,7,Jul,29,2010,66000,12/25/1979,45,Middle Age (46 - 55),Female,Cxc,Abuja,Average
Stf793938,Collette Blackaller,7/30/2010,7,Jul,30,2010,39000,12/22/1991,33,Adults (36 - 45),Female,Human Resources,Kaduna,Good
Stf344412,Mariann Mowat,7/31/2010,7,Jul,31,2010,67000,12/22/1991,33,Adults (36 - 45),Male,Marketing,Kaduna,Good
Stf114572,Tabbatha Pickston,8/1/2010,8,Aug,1,2010,96000,12/19/1970,54,Middle Age (46 - 55),Male,Marketing,Abuja,Average
Stf748293,Vlad Strangeway,8/2/2010,8,Aug,2,2010,92000,12/21/1992,32,Adults (36 - 45),Male,Product,Abuja,Good
Stf887795,Duky Wallace,8/3/2010,8,Aug,3,2010,84000,12/27/1971,53,Middle Age (46 - 55),Male,Business Development,Kaduna,Average
Stf556993,Townie Dongall,8/4/2010,8,Aug,4,2010,44000,12/26/1974,50,Middle Age (46 - 55),Male,Legal,Kaduna,Not Rated
Stf723365,Shana Bewly,8/5/2010,8,Aug,5,2010,50000,12/19/1970,54,Middle Age (46 - 55),Female,Legal,Abuja,Poor
Stf697704,Mick Tanguy,8/6/2010,8,Aug,6,2010,88000,12/23/1984,40,Adults (36 - 45),Female,Sales,Lagos,Good
Stf656141,Tadio Audritt,8/7/2010,8,Aug,7,2010,68000,12/26/1972,52,Middle Age (46 - 55),Other,Human Resources,Abuja,Average
Stf593807,Torey Rosell,8/8/2010,8,Aug,8,2010,85000,12/25/1977,47,Middle Age (46 - 55),Male,Finance,Kaduna,Average
Stf744514,Chrisy Kyme,8/9/2010,8,Aug,9,2010,33000,12/19/1982,42,Adults (36 - 45),Female,Marketing,Lagos,Very Good
Stf625815,Morten Dumphy,8/10/2010,8,Aug,10,2010,53000,12/21/1992,32,Adults (36 - 45),Male,Legal,Kaduna,Poor
Stf393849,Issy McLevie,8/11/2010,8,Aug,11,2010,87000,12/26/1975,49,Middle Age (46 - 55),Male,Sales,Kaduna,Poor
Stf317305,Michaeline Capehorn,8/12/2010,8,Aug,12,2010,53000,12/23/1984,40,Adults (36 - 45),Female,Safety,Lagos,Poor
Stf704921,Corny Linturn,8/13/2010,8,Aug,13,2010,70000,12/27/1970,54,Middle Age (46 - 55),Female,Product,Kaduna,Poor
Stf345859,Berny Bastide,8/14/2010,8,Aug,14,2010,100000,12/24/1983,41,Adults (36 - 45),Other,Sales,Kaduna,Average
Stf747354,Aindrea Lenormand,8/15/2010,8,Aug,15,2010,88000,12/23/1987,37,Adults (36 - 45),Female,Human Resources,Abuja,Good
Stf279000,Nels McClounan,8/16/2010,8,Aug,16,2010,100000,12/24/1982,42,Adults (36 - 45),Male,Training,Abuja,Average
Stf358055,Shanon Deverell,8/17/2010,8,Aug,17,2010,15000,12/22/1988,36,Adults (36 - 45),Female,Sales,Lagos,Very Good
Stf135131,Vaughn Carvill,8/18/2010,8,Aug,18,2010,8000,12/20/1996,28,Adults (36 - 45),Female,Training,Lagos,Average
Stf464655,Kora Allebone,8/19/2010,8,Aug,19,2010,18000,12/24/1981,43,Adults (36 - 45),Female,Legal,Lagos,Not Rated
Stf369469,Millard Brakewell,8/20/2010,8,Aug,20,2010,17000,12/26/1975,49,Middle Age (46 - 55),Male,Product,Kaduna,Good
Stf933944,Lizzie Mullally,8/21/2010,8,Aug,21,2010,99000,12/20/1999,25,Adults (36 - 45),Male,Safety,Kaduna,Average
Stf284987,Florie Tortoise,8/22/2010,8,Aug,22,2010,67000,12/20/1999,25,Adults (36 - 45),Female,Sales,Abuja,Average
Stf445311,Caro Chappel,8/23/2010,8,Aug,23,2010,77000,12/20/1996,28,Adults (36 - 45),Female,Sales,Kaduna,Average
Stf268349,Letisha Carrett,8/24/2010,8,Aug,24,2010,82000,12/27/1971,53,Middle Age (46 - 55),Female,Sales,Abuja,Very Poor
Stf189180,Melva Jickells,8/25/2010,8,Aug,25,2010,78000,12/27/1969,55,Middle Age (46 - 55),Female,Product,Lagos,Poor
Stf650849,Sadie Ratt,8/26/2010,8,Aug,26,2010,32000,12/21/1993,31,Adults (36 - 45),Male,Not Specified,Lagos,Good
Stf590447,Riccardo Hagan,8/27/2010,8,Aug,27,2010,66000,12/20/1996,28,Adults (36 - 45),Male,Human Resources,Abuja,Average
Stf794344,Chauncey Schild,8/28/2010,8,Aug,28,2010,15000,12/20/1998,26,Adults (36 - 45),Female,Safety,Abuja,Average
Stf956918,Amery Ofer,8/29/2010,8,Aug,29,2010,85000,12/25/1976,48,Middle Age (46 - 55),Female,Legal,Abuja,Very Good
Stf202197,Aube Chadderton,8/30/2010,8,Aug,30,2010,73000,12/23/1987,37,Adults (36 - 45),Female,Human Resources,Abuja,Average
Stf252748,Michaella Perri,8/31/2010,8,Aug,31,2010,38000,12/27/1970,54,Middle Age (46 - 55),Male,Training,Lagos,Very Poor
Stf755215,Mord Cromblehome,9/1/2010,9,Sep,1,2010,24000,12/19/1982,42,Adults (36 - 45),Male,Legal,Kaduna,Average
Stf796875,Major O'Cahsedy,9/2/2010,9,Sep,2,2010,80000,12/20/1996,28,Adults (36 - 45),Female,Legal,Abuja,Not Rated
Stf172578,Joana Bartocci,9/3/2010,9,Sep,3,2010,25000,12/24/1982,42,Adults (36 - 45),Male,Human Resources,Kaduna,Average
Stf486461,Sly Cowley,9/4/2010,9,Sep,4,2010,47000,12/21/1993,31,Adults (36 - 45),Male,Finance,Abuja,Average
Stf997789,Augusta Cheetham,9/5/2010,9,Sep,5,2010,55000,12/21/1993,31,Adults (36 - 45),Male,Sales,Abuja,Average
Stf545328,Diarmid Alman,9/6/2010,9,Sep,6,2010,99000,12/20/1999,25,Adults (36 - 45),Female,Training,Abuja,Poor
Stf909599,Gearard Wixon,9/7/2010,9,Sep,7,2010,33000,12/22/1989,35,Adults (36 - 45),Male,Human Resources,Abuja,Very Good
Stf897397,Kaye Crocroft,9/8/2010,9,Sep,8,2010,99000,12/18/1989,35,Adults (36 - 45),Male,Sales,Lagos,Poor
Stf357955,Egor Minto,9/9/2010,9,Sep,9,2010,45000,12/24/1980,44,Adults (36 - 45),Other,Legal,Abuja,Good
Stf265122,Bren Absolon,9/10/2010,9,Sep,10,2010,5000,12/27/1971,53,Middle Age (46 - 55),Male,Finance,Abuja,Good
Stf524930,Alexine Portail,9/11/2010,9,Sep,11,2010,10000,12/27/1971,53,Middle Age (46 - 55),Female,Sales,Lagos,Average
Stf992930,Duffie Ibel,9/12/2010,9,Sep,12,2010,1000,12/20/1998,26,Adults (36 - 45),Male,Sales,Kaduna,Average
Stf610664,Gilles Jaquet,9/13/2010,9,Sep,13,2010,67000,12/21/1992,32,Adults (36 - 45),Female,Finance,Kaduna,Not Rated
Stf595659,Payton Pickervance,9/14/2010,9,Sep,14,2010,38000,12/26/1974,50,Middle Age (46 - 55),Male,Marketing,Kaduna,Average
Stf744302,Barny Fairweather,9/15/2010,9,Sep,15,2010,82000,12/25/1979,45,Middle Age (46 - 55),Male,Marketing,Lagos,Very Poor
Stf631994,Margot Royds,9/16/2010,9,Sep,16,2010,12000,12/25/1979,45,Middle Age (46 - 55),Female,Human Resources,Lagos,Average
Stf619930,Frederik Dartan,9/17/2010,9,Sep,17,2010,87000,12/24/1981,43,Adults (36 - 45),Male,Engineering,Abuja,Very Good
Stf502906,Aubert Wedmore.,9/18/2010,9,Sep,18,2010,63000,12/18/1989,35,Adults (36 - 45),Female,Marketing,Lagos,Average
Stf157512,Krystal Lambswood,9/19/2010,9,Sep,19,2010,39000,12/25/1978,46,Middle Age (46 - 55),Female,Training,Abuja,Not Rated
Stf475088,Nanice Boatwright,9/20/2010,9,Sep,20,2010,93000,12/18/1989,35,Adults (36 - 45),Other,Marketing,Abuja,Very Poor
Stf388829,Northrup Aires,9/21/2010,9,Sep,21,2010,7000,12/20/1997,27,Adults (36 - 45),Female,Human Resources,Kaduna,Average
Stf429393,Janina Wolverson,9/22/2010,9,Sep,22,2010,22000,12/24/1980,44,Adults (36 - 45),Female,Sales,Kaduna,Good
Stf968416,Floria Olivia,9/23/2010,9,Sep,23,2010,84000,12/24/1982,42,Adults (36 - 45),Female,Sales,Abuja,Good
Stf634273,Andrea Becker,9/24/2010,9,Sep,24,2010,56000,12/18/1989,35,Adults (36 - 45),Female,Human Resources,Kaduna,Average
Stf609499,Louise Lamming,9/25/2010,9,Sep,25,2010,19000,12/27/1971,53,Middle Age (46 - 55),Female,Sales,Lagos,Average
Stf944212,Renaldo Thomassin,9/26/2010,9,Sep,26,2010,86000,12/23/1984,40,Adults (36 - 45),Male,Business Development,Kaduna,Average
Stf444934,Carmel Pancoust,9/27/2010,9,Sep,27,2010,85000,12/21/1994,30,Adults (36 - 45),Female,Cxc,Abuja,Good
Stf223171,Tatum Hush,9/28/2010,9,Sep,28,2010,14000,12/24/1981,43,Adults (36 - 45),Female,Human Resources,Abuja,Good
Stf413142,Aldrich Glenny,9/29/2010,9,Sep,29,2010,55000,12/25/1977,47,Middle Age (46 - 55),Male,Business Development,Kaduna,Average
Stf493017,Calvin O'Carroll,9/30/2010,9,Sep,30,2010,99000,12/24/1983,41,Adults (36 - 45),Female,Sales,Kaduna,Very Poor
Stf369049,Griz Thorington,10/1/2010,10,Oct,1,2010,24000,12/22/1989,35,Adults (36 - 45),Male,Safety,Abuja,Average
Stf506968,Greta Bagehot,10/2/2010,10,Oct,2,2010,32000,12/26/1972,52,Middle Age (46 - 55),Female,Not Specified,Kaduna,Not Rated
Stf520021,Eddy Stolze,10/3/2010,10,Oct,3,2010,35000,12/18/1989,35,Adults (36 - 45),Male,Training,Kaduna,Average
Stf348025,L;urette Bontein,10/4/2010,10,Oct,4,2010,34000,12/20/1997,27,Adults (36 - 45),Male,Product,Abuja,Good
Stf286805,Cindee Saice,10/5/2010,10,Oct,5,2010,47000,12/26/1975,49,Middle Age (46 - 55),Female,Cxc,Abuja,Very Good
Stf852412,Erin Androsik,10/6/2010,10,Oct,6,2010,78000,12/25/1978,46,Middle Age (46 - 55),Male,Human Resources,Kaduna,Poor
Stf989463,Genovera Ghost,10/7/2010,10,Oct,7,2010,18000,12/21/1995,29,Adults (36 - 45),Male,Marketing,Kaduna,Average
Stf558014,Felicdad Heibel,10/8/2010,10,Oct,8,2010,39000,12/19/1970,54,Middle Age (46 - 55),Male,Business Development,Abuja,Average
Stf658311,Jobey Boneham,10/9/2010,10,Oct,9,2010,15000,12/18/1989,35,Adults (36 - 45),Female,Cxc,Kaduna,Average
Stf977814,Radcliffe Fairpool,10/10/2010,10,Oct,10,2010,69000,12/23/1984,40,Adults (36 - 45),Female,Cxc,Lagos,Very Good
Stf769856,Gigi Bohling,10/11/2010,10,Oct,11,2010,53000,12/21/1994,30,Adults (36 - 45),Male,Engineering,Lagos,Average
Stf398327,Gare Mattiussi,10/12/2010,10,Oct,12,2010,91000,12/23/1987,37,Adults (36 - 45),Male,Engineering,Abuja,Poor
Stf607736,Carlin Demke,10/13/2010,10,Oct,13,2010,52000,12/27/1971,53,Middle Age (46 - 55),Male,Business Development,Lagos,Good
Stf503046,Wilt Wayvill,10/14/2010,10,Oct,14,2010,26000,12/24/1982,42,Adults (36 - 45),Female,Legal,Kaduna,Average
Stf848652,Ardyce Eacott,10/15/2010,10,Oct,15,2010,26000,12/19/1970,54,Middle Age (46 - 55),Female,Human Resources,Kaduna,Average
Stf620869,Lane Monteaux,10/16/2010,10,Oct,16,2010,40000,12/24/1982,42,Adults (36 - 45),Female,Engineering,Kaduna,Average
Stf173312,Cathi Gillbee,10/17/2010,10,Oct,17,2010,95000,12/18/1989,35,Adults (36 - 45),Male,Legal,Abuja,Average
Stf299544,Ronnie Mesias,10/18/2010,10,Oct,18,2010,20000,12/22/1989,35,Adults (36 - 45),Male,Safety,Kaduna,Very Poor
Stf202364,Hali Behnecke,10/19/2010,10,Oct,19,2010,16000,12/27/1969,55,Middle Age (46 - 55),Male,Human Resources,Kaduna,Very Good
Stf304105,Grady Rochelle,10/20/2010,10,Oct,20,2010,66000,12/23/1987,37,Adults (36 - 45),Female,Finance,Kaduna,Very Good
Stf757334,Crissie Cordel,10/21/2010,10,Oct,21,2010,47000,12/19/1982,42,Adults (36 - 45),Female,Product,Abuja,Good
Stf240307,Durand Backhouse,10/22/2010,10,Oct,22,2010,23000,12/22/1988,36,Adults (36 - 45),Female,Sales,Kaduna,Poor
Stf746568,Wendel Malletratt,10/23/2010,10,Oct,23,2010,36000,12/20/1996,28,Adults (36 - 45),Male,Business Development,Kaduna,Very Poor
Stf903066,Shellysheldon Ellerman,10/24/2010,10,Oct,24,2010,23000,12/19/1982,42,Adults (36 - 45),Female,Product,Abuja,Good
Stf176161,Emmeline Bestwerthick,10/25/2010,10,Oct,25,2010,25000,12/27/1971,53,Middle Age (46 - 55),Female,Sales,Kaduna,Not Rated
Stf549894,Marmaduke Worssam,10/26/2010,10,Oct,26,2010,61000,12/23/1987,37,Adults (36 - 45),Female,Engineering,Abuja,Very Poor
Stf585902,Murial Ickovici,10/27/2010,10,Oct,27,2010,92000,12/25/1978,46,Middle Age (46 - 55),Female,Business Development,Lagos,Average
Stf399342,Honoria Cootes,10/28/2010,10,Oct,28,2010,93000,12/20/1999,25,Adults (36 - 45),Female,Engineering,Abuja,Average
Stf310211,Garvin Delacroix,10/29/2010,10,Oct,29,2010,9000,12/27/1970,54,Middle Age (46 - 55),Male,Not Specified,Abuja,Average
Stf454430,Merrel Blind,10/30/2010,10,Oct,30,2010,60000,12/19/1982,42,Adults (36 - 45),Female,Product,Lagos,Average
Stf764069,Rosamond Fishe,10/31/2010,10,Oct,31,2010,27000,12/21/1992,32,Adults (36 - 45),Male,Cxc,Lagos,Good
Stf951089,Shelley Moncreiffe,11/1/2010,11,Nov,1,2010,34000,12/22/1989,35,Adults (36 - 45),Male,Sales,Abuja,Average
Stf353967,Cecilla Joselevitch,11/2/2010,11,Nov,2,2010,92000,12/25/1977,47,Middle Age (46 - 55),Female,Human Resources,Abuja,Poor
Stf431598,Jolynn Behnecken,11/3/2010,11,Nov,3,2010,97000,12/22/1988,36,Adults (36 - 45),Female,Cxc,Kaduna,Poor
Stf313832,Adolph McNalley,11/4/2010,11,Nov,4,2010,75000,12/20/1997,27,Adults (36 - 45),Male,Business Development,Abuja,Poor
Stf343022,Pippy Roxby,11/5/2010,11,Nov,5,2010,31000,12/20/1996,28,Adults (36 - 45),Female,Human Resources,Kaduna,Average
Stf865974,Jessi Calterone,11/6/2010,11,Nov,6,2010,35000,12/19/1982,42,Adults (36 - 45),Male,Legal,Lagos,Poor
Stf860648,Moore Gligoraci,11/7/2010,11,Nov,7,2010,51000,12/21/1994,30,Adults (36 - 45),Female,Training,Lagos,Average
Stf307017,Mallory Goldsberry,11/8/2010,11,Nov,8,2010,7000,12/27/1970,54,Middle Age (46 - 55),Male,Product,Abuja,Average
Stf536423,Nerissa Kavanagh,11/9/2010,11,Nov,9,2010,45000,12/19/1982,42,Adults (36 - 45),Male,Training,Abuja,Good
Stf618839,Foss Asquez,11/10/2010,11,Nov,10,2010,9000,12/23/1986,38,Adults (36 - 45),Male,Safety,Abuja,Average
Stf672390,Ab Lehrian,11/11/2010,11,Nov,11,2010,54000,12/27/1971,53,Middle Age (46 - 55),Male,Not Specified,Lagos,Average
Stf704512,Mickey Pybus,11/12/2010,11,Nov,12,2010,84000,12/27/1971,53,Middle Age (46 - 55),Male,Human Resources,Kaduna,Good
Stf919131,Timmy Brenston,11/13/2010,11,Nov,13,2010,64000,12/20/1999,25,Adults (36 - 45),Male,Business Development,Lagos,Average
Stf649233,Romona Melody,11/14/2010,11,Nov,14,2010,52000,12/24/1982,42,Adults (36 - 45),Female,Cxc,Lagos,Not Rated
Stf499197,Bendite Bloan,11/15/2010,11,Nov,15,2010,37000,12/21/1995,29,Adults (36 - 45),Male,Marketing,Lagos,Average
Stf806269,Andrea Penfold,11/16/2010,11,Nov,16,2010,5000,12/19/1982,42,Adults (36 - 45),Male,Marketing,Kaduna,Average
Stf555552,Shari Pickston,11/17/2010,11,Nov,17,2010,52000,12/24/1983,41,Adults (36 - 45),Male,Legal,Abuja,Average
Stf207888,Dennison Crosswaite,11/18/2010,11,Nov,18,2010,13000,12/26/1972,52,Middle Age (46 - 55),Male,Legal,Abuja,Very Poor
Stf425005,Lucias Minico,11/19/2010,11,Nov,19,2010,85000,12/18/1989,35,Adults (36 - 45),Female,Cxc,Kaduna,Average
Stf601301,Helaine Lyddy,11/20/2010,11,Nov,20,2010,61000,12/25/1978,46,Middle Age (46 - 55),Male,Cxc,Kaduna,Good
Stf436652,Carlene Torry,11/21/2010,11,Nov,21,2010,1000,12/19/1970,54,Middle Age (46 - 55),Female,Engineering,Lagos,Good
Stf809598,Vere Kulic,11/22/2010,11,Nov,22,2010,8000,12/27/1970,54,Middle Age (46 - 55),Male,Legal,Abuja,Poor
Stf435311,Enrichetta Mowles,11/23/2010,11,Nov,23,2010,83000,12/20/1996,28,Adults (36 - 45),Female,Finance,Kaduna,Average
Stf317685,Delinda Snozzwell,11/24/2010,11,Nov,24,2010,78000,12/18/1989,35,Adults (36 - 45),Other,Engineering,Abuja,Good
Stf329960,Cecilio Sprankling,11/25/2010,11,Nov,25,2010,77000,12/26/1975,49,Middle Age (46 - 55),Male,Sales,Abuja,Average
Stf383222,Nickolai Artin,11/26/2010,11,Nov,26,2010,66000,12/20/1999,25,Adults (36 - 45),Female,Product,Lagos,Average
Stf867176,Beryl Burnsyde,11/27/2010,11,Nov,27,2010,68000,12/25/1976,48,Middle Age (46 - 55),Male,Legal,Abuja,Very Good
Stf872560,Ambrosio Daniely,11/28/2010,11,Nov,28,2010,75000,12/24/1982,42,Adults (36 - 45),Female,Safety,Kaduna,Very Good
Stf129569,Simon Kembery,11/29/2010,11,Nov,29,2010,76000,12/18/1989,35,Adults (36 - 45),Male,Training,Lagos,Average
Stf921679,Brig Dewi,11/30/2010,11,Nov,30,2010,79000,12/21/1994,30,Adults (36 - 45),Male,Sales,Lagos,Average
Stf159224,Althea Bronger,12/1/2010,12,Dec,1,2010,79000,12/18/1989,35,Adults (36 - 45),Male,Product,Kaduna,Average
Stf722126,Ansley Gounel,12/2/2010,12,Dec,2,2010,7000,12/21/1993,31,Adults (36 - 45),Female,Product,Lagos,Average
Stf306133,Daven Smout,12/3/2010,12,Dec,3,2010,67000,12/23/1984,40,Adults (36 - 45),Female,Safety,Abuja,Very Good
Stf831951,Julietta Culross,12/4/2010,12,Dec,4,2010,54000,12/24/1980,44,Adults (36 - 45),Female,Not Specified,Lagos,Average
Stf701639,Niall Selesnick,12/5/2010,12,Dec,5,2010,6000,12/18/1989,35,Adults (36 - 45),Female,Engineering,Lagos,Good
Stf811647,Lia Lurner,12/6/2010,12,Dec,6,2010,19000,12/19/1970,54,Middle Age (46 - 55),Female,Safety,Abuja,Average
Stf556868,Rodrigo Congdon,12/7/2010,12,Dec,7,2010,47000,12/24/1982,42,Adults (36 - 45),Female,Legal,Lagos,Average
Stf785083,Brendan Edgeller,12/8/2010,12,Dec,8,2010,63000,12/26/1972,52,Middle Age (46 - 55),Female,Legal,Abuja,Good
Stf286170,Revkah Antonacci,12/9/2010,12,Dec,9,2010,41000,12/21/1993,31,Adults (36 - 45),Male,Not Specified,Abuja,Average
Stf525449,Dewey Berthod,12/10/2010,12,Dec,10,2010,96000,12/22/1988,36,Adults (36 - 45),Female,Not Specified,Lagos,Average
Stf255554,Fidelio Rigmond,12/11/2010,12,Dec,11,2010,92000,12/23/1986,38,Adults (36 - 45),Male,Cxc,Lagos,Not Rated
Stf566184,Ginger Myott,12/12/2010,12,Dec,12,2010,90000,12/20/1998,26,Adults (36 - 45),Female,Cxc,Abuja,Average
Stf656127,Hatti Vezey,12/13/2010,12,Dec,13,2010,27000,12/20/1999,25,Adults (36 - 45),Female,Business Development,Kaduna,Average
Stf836921,Eilis Pavlasek,12/14/2010,12,Dec,14,2010,12000,12/24/1980,44,Adults (36 - 45),Male,Product,Kaduna,Very Poor
Stf702532,Kellsie Waby,12/15/2010,12,Dec,15,2010,100000,12/20/1996,28,Adults (36 - 45),Male,Training,Kaduna,Average
Stf424422,Easter Pyke,12/16/2010,12,Dec,16,2010,86000,12/21/1994,30,Adults (36 - 45),Female,Training,Kaduna,Very Good
Stf756384,Inger Andriveaux,12/17/2010,12,Dec,17,2010,9000,12/23/1987,37,Adults (36 - 45),Other,Finance,Abuja,Good
Stf258515,Corina Triner,12/18/2010,12,Dec,18,2010,78000,12/24/1980,44,Adults (36 - 45),Male,Sales,Kaduna,Poor
Stf174707,Loralyn Bruton,12/19/2010,12,Dec,19,2010,49000,12/27/1969,55,Middle Age (46 - 55),Male,Legal,Abuja,Average
Stf623030,Clari Boole,12/20/2010,12,Dec,20,2010,12000,12/22/1988,36,Adults (36 - 45),Male,Not Specified,Kaduna,Average
Stf783375,Susy Challoner,12/21/2010,12,Dec,21,2010,83000,12/23/1984,40,Adults (36 - 45),Female,Business Development,Kaduna,Good
Stf691743,Jan Morforth,12/22/2010,12,Dec,22,2010,97000,12/21/1995,29,Adults (36 - 45),Male,Marketing,Abuja,Good
Stf675546,Cindi Stratten,12/23/2010,12,Dec,23,2010,42000,12/20/1998,26,Adults (36 - 45),Female,Cxc,Lagos,Good
Stf989304,Marline Wahncke,12/24/2010,12,Dec,24,2010,96000,12/20/1999,25,Adults (36 - 45),Male,Legal,Abuja,Average
Stf835100,Violetta Vial,12/25/2010,12,Dec,25,2010,48000,12/24/1983,41,Adults (36 - 45),Male,Engineering,Kaduna,Average
Stf677182,Beatriz Bateson,12/26/2010,12,Dec,26,2010,9000,12/27/1970,54,Middle Age (46 - 55),Male,Marketing,Kaduna,Good
Stf285078,Angeline Christophersen,12/27/2010,12,Dec,27,2010,60000,12/27/1971,53,Middle Age (46 - 55),Female,Engineering,Abuja,Poor
Stf464600,Evangelia Gowers,12/28/2010,12,Dec,28,2010,81000,12/26/1974,50,Middle Age (46 - 55),Male,Business Development,Kaduna,Very Good
Stf461118,Fonzie O'Shea,12/29/2010,12,Dec,29,2010,52000,12/19/1970,54,Middle Age (46 - 55),Male,Product,Kaduna,Average
Stf344471,Janene Hairsine,12/30/2010,12,Dec,30,2010,43000,12/26/1973,51,Middle Age (46 - 55),Female,Marketing,Abuja,Average
Stf809894,Linell Compfort,12/31/2010,12,Dec,31,2010,8000,12/22/1991,33,Adults (36 - 45),Female,Finance,Abuja,Very Good
Stf254338,Shaylah Owbrick,1/1/2011,1,Jan,1,2011,70000,12/26/1973,51,Middle Age (46 - 55),Male,Safety,Abuja,Average
Stf912553,Erin Androsik,1/2/2011,1,Jan,2,2011,48000,12/24/1983,41,Adults (36 - 45),Male,Human Resources,Lagos,Very Good
Stf962311,Honor Herreros,1/3/2011,1,Jan,3,2011,68000,12/27/1970,54,Middle Age (46 - 55),Male,Sales,Abuja,Average
Stf133150,Bethanne Leicester,1/4/2011,1,Jan,4,2011,71000,12/20/1998,26,Adults (36 - 45),Other,Cxc,Abuja,Not Rated
Stf678002,Ottilie Vittel,1/5/2011,1,Jan,5,2011,84000,12/23/1987,37,Adults (36 - 45),Female,Business Development,Abuja,Not Rated
Stf192089,Barnaby Farnall,1/6/2011,1,Jan,6,2011,37000,12/25/1979,45,Middle Age (46 - 55),Other,Engineering,Kaduna,Very Good
Stf888465,Arlie Newcombe,1/7/2011,1,Jan,7,2011,42000,12/27/1969,55,Middle Age (46 - 55),Male,Finance,Lagos,Not Rated
Stf764561,Ashien Gallen,1/8/2011,1,Jan,8,2011,57000,12/23/1987,37,Adults (36 - 45),Female,Sales,Abuja,Very Good
Stf719135,Stan Tolliday,1/9/2011,1,Jan,9,2011,6000,12/20/1997,27,Adults (36 - 45),Female,Sales,Lagos,Average
Stf703976,Minetta Parsons,1/10/2011,1,Jan,10,2011,24000,12/18/1989,35,Adults (36 - 45),Female,Human Resources,Abuja,Average
Stf519760,Abe Gayter,1/11/2011,1,Jan,11,2011,62000,12/19/1982,42,Adults (36 - 45),Male,Training,Lagos,Good
Stf390407,Kissiah Maydway,1/12/2011,1,Jan,12,2011,54000,12/22/1988,36,Adults (36 - 45),Male,Finance,Lagos,Poor
Stf275345,Charline Husset,1/13/2011,1,Jan,13,2011,33000,12/21/1993,31,Adults (36 - 45),Male,Safety,Abuja,Poor
Stf704024,Lorain Tew,1/14/2011,1,Jan,14,2011,65000,12/25/1979,45,Middle Age (46 - 55),Female,Business Development,Lagos,Poor
Stf942084,North Bertomeu,1/15/2011,1,Jan,15,2011,13000,12/27/1970,54,Middle Age (46 - 55),Female,Marketing,Abuja,Good
Stf423531,Martita Beaumont,1/16/2011,1,Jan,16,2011,73000,12/17/1988,36,Adults (36 - 45),Male,Engineering,Lagos,Not Rated
Stf608302,Janaya MacGinlay,1/17/2011,1,Jan,17,2011,28000,12/20/1998,26,Adults (36 - 45),Female,Safety,Abuja,Average
Stf149605,Cara Havers,1/18/2011,1,Jan,18,2011,17000,12/22/1990,34,Adults (36 - 45),Male,Marketing,Kaduna,Very Good
Stf780389,Ancell Moretto,1/19/2011,1,Jan,19,2011,21000,12/27/1971,53,Middle Age (46 - 55),Female,Product,Abuja,Very Poor
